PageCommentNumber,date,author,text
7,2007-05-15T15:28:26+00:00,british_rover,"Yeah you got it for the most part.

That is a 95-02 Range or P38 with a 2003-2005 Mark III Range Front end.

The side vents are off a Range Rover sport as are the wheels. The wheels are 20 inch stormer wheels that were limited production only item last year but are now a 1,000 dollar option on top of the 4,000 dollars you paid for regular 20 inch wheels. So 5,000 dollars for ""special"" 20 inch wheels oh and they don't credit you back the cost of the 19 inch wheels that the Sport comes standard with. :surprise:

Talk about profitablity.

Those vents on the sport are actually functional or at least the passenger side one is. THe passenger side vent is used as the air intake for the engine. That way you get nice cool air from outside the hood and water/dust has a harder time getting into the intake track."
8,2007-05-15T15:34:02+00:00,teds1,"That thing is BRUUUUUTAL. I hate auto mashups. Have eyou seen the CLS fronted e-wagon?

I saw a guy the other day with an m6 decal on his Versa... WTF? Even as a joke thats not very funny"
9,2007-05-15T16:38:45+00:00,ateixeira,"The driver's side of the air suspension is sagging pretty badly.

There's one like that in the garage here at work. The rear sags horribly. Looks like the car is squatting.

If I had a nickel for each time I saw a saggy Rover, I'd be rich."
10,2007-05-15T16:40:01+00:00,british_rover,The rear bags tend to fail first on those vehicles. I don't remember why.
11,2007-05-15T16:44:25+00:00,ateixeira,"They must be expensive to fix, because people drive around on them like that. It's pathetic! You get a luxury SUV and then can't keep it running properly. I'm sure it's not even safe. :mad:"
12,2007-05-15T17:26:59+00:00,fintail,"Oh, that wagon sounds bad. I have seen W140 S class with W220 front ends, W220 with W221, W210 E class with W211 front ends, etc. Well, I have seen them in magazines.

BMW should bring up a slander case for that M6 decal :sick:"
13,2007-05-15T17:28:05+00:00,fintail,"Rover knows it has a lot of customers with more money than sense lol

I don't like those side vents...seems too trendy."
14,2007-05-15T18:39:59+00:00,w9cw,"Sometimes I think preventive, and corrective, maintenance levels are inversely proportional to an owner's income. Affluent individuals perceive vehicles as more disposable assets."
15,2007-05-15T20:34:38+00:00,fintail,"Not a new model, but today I saw a W211 E55 AMG in a beautiful kind of steel blue-grey color. I have never noticed that shade before. I wish my car would have been made in that color."
16,2007-05-15T20:36:11+00:00,fintail,"Indeed...that's why you always want to have records and/or a clean bill of health when buying a higline car that is even a couple years old. They seem to be double damned...either owned by rich people who don't care, or by people who can't afford to keep the car up. Luckily most high end makes have enthusiasts, so many cars are kept up."
17,2007-05-16T13:48:31+00:00,teds1,Well I don't mind the side vents on the rovers since they act as exhaust snorkels and not some kind of non functioning naca duct. I believe that it really started in the modern era with the M3 which had small tasteful vents behind the front fenders to differentiate it from 330s. Now of course with the everybody including the escalade sporting them it has gone too far. Notice on the new M3 it does not appear to be a vent anymore but a chrome strip.
18,2007-05-17T13:52:20+00:00,lemko,"...maroon Lincoln MKZ and silver Chevrolet Impala with a little badge on the decklid that read ""FLEXFUEL ethanol E85."""
19,2007-05-17T14:09:38+00:00,ateixeira,"For the first time on the road, I saw a new Chrysler Sebring convertible. Very strange medium blue color, with a soft top. The rear window looks small, and could have been much bigger. Visibility looks bad.

Also saw 2 BMW 3 series coupes."
20,2007-05-18T13:57:13+00:00,teds1,Top up (rain). Not a huge fan of retractable hard tops. They ruin the coupe lines with the exception of the SL. The beemer is a great car but I don't like the cut lines or angle of the hard top.
21,2007-05-18T14:43:17+00:00,bumpy,"with all sorts of chrome trim. Must have been the top-end model; all I usually see are the plain, pastel-colored versions that the SSA pays for."
22,2007-05-18T23:59:20+00:00,british_rover,Saw a Buick enclave today. I think it would have looked ok if it wasn't in this hideous gold color.
23,2007-05-21T11:57:55+00:00,lemko,...black Nissan Altima and maroon Acura MDX. The MDX sure has a strange-looking grille!
24,2007-05-21T15:52:38+00:00,anythngbutgm,In a baby blue color. Yuk.
25,2007-05-21T16:26:08+00:00,british_rover,Yeah I think it would look fine in more standard colors but these funny colors do not look good on a car that big and curvy.
26,2007-05-21T16:31:24+00:00,anythngbutgm,I agree. They have a burgandy color and a deep brown that works well although I haven't seen one in person.
27,2007-05-21T17:03:54+00:00,british_rover,Oh yeah I saw pictures of the burgandy one that looks good and seems to be a nice classic Buick color.
28,2007-05-22T09:23:47+00:00,boomchek,"A blue Gallardo. A gray Elise. A bunch of S Class Benzes.

Red F430 Spider.

All over the long weekend."
29,2007-05-22T12:34:50+00:00,lemko,"...red Dodge Caliber and red Toyota Yaris. Oh, yeah. I did spot my first GMC Acadia on the road yesterday. This one was dark blue."
30,2007-05-22T17:52:06+00:00,ateixeira,"Saw one, and it belonged to the parents of one of my kids' friends. 328ic. Sweet."
31,2007-05-22T18:53:51+00:00,kyfdx,"I saw one a couple days ago in the valet parking area of a shopping district, near here.

Gray with red interior... top was down..

Stunning!"
32,2007-05-22T19:16:43+00:00,fintail,I saw one of the new Saabs with the weirdo chrome trim on the front. I don't see the point.
33,2007-05-22T20:37:39+00:00,ateixeira,They look like they have chrome glasses on!
34,2007-05-23T18:48:41+00:00,lemko,...black Dodge Caliber and blue Dodge Avenger.
35,2007-05-23T23:16:38+00:00,boomchek,"We had nice weather, saw a newer Viper Roadster in red (haven't seen many around), and a Chevy SSR, both with their tops down,"
36,2007-05-24T14:31:26+00:00,ateixeira,"Spotted a brand new, 2007 Sienna LE with power sliding doors....in my driveway!"
37,2007-05-24T19:07:27+00:00,lemko,"...I drove one - a new silver Chevrolet Impala! Geeze, I really like the car! Maybe I can get one as a replacement for my old '88 Buick Park Ave?

I was at the Cadillac dealer getting an oil change for my Seville STS when I spotted a beautiful new DTS in White Diamond that just caught my eye so much that I just had to ask the salesman for a closer look. I was getting that old ""this is my next car"" vibe looking at it until I was quoted a price of $55K. That brought me quickly crashing back to reality. If I has heard some more reasonable number, I know I would've traded my Seville. Good God, this car was as loaded as a DTS could get and the rich smell of new leather and wood trim was almost heavenly.

Maybe it's a good thing I didn't go for broke. I get such horrible buyer's remorse after I purchase a car. I'd have needed a 55 gallon barrel of Prozac had I gone through with it - at least for a week and then get over it."
38,2007-05-24T19:45:29+00:00,bumpy,"the rich smell of new leather and wood trim was almost heavenly.

Naah, that was the organic solvents melting a few of your brain cells.

http://pubs.acs.org/cen/whatstuff/stuff/8020stuff.html"
39,2007-05-24T19:50:23+00:00,imidazol97,"Actually, Lemko, it's probably a scent added to the car to give exactly that effect on the consumer. I recall a news story somewhere about the art (science) of using scents to improve the products. Of course they cost. The higher priced the car, the more likely it had a quality scent package added as a consumer pheromone."
40,2007-05-25T19:02:35+00:00,kyfdx,"First, another new 328i convertible.. top down.. Just like the one on the brochure.. Platinum Bronze with tan interior (kinda boring).

Then... a new BMW M5.. Carbon black.. sheewwwwww!!!"
41,2007-05-26T01:59:22+00:00,boomchek,"A beautiful grey Lambo Muricelago driving on the highway beside me.

The vehicle, even though it's low and sleek looks massive compared to other cars probably due to it's wide rear end."
42,2007-05-26T02:42:27+00:00,fintail,I saw a black CL550 at the body shop where I was not getting my car back
43,2007-05-26T09:54:03+00:00,boomchek,What happened to your car? Did you smash it up?
44,2007-05-26T16:50:40+00:00,fintail,"It had a weird door ding in it when I bought it, only visible from certain angles. I thought it wouldn't matter to me...but as I am OCD, it eventually was driving me insane, so I took it in to be repaired. It's actually a complicated little bump that is part of a faint crease in the door skin about a foot long, that you have to be an inch from the car to spot - I did not notice it when I bought the car. So, it is at a high end local body shop as I know they do amazing work. The girl at the desk said it would be done yesterday, but the estimator guy says Tuesday. I went and visited the car yesterday...the work is done and paint is on, but it is not buffed and the trim is not replaced. No door handles on the driver's side...scary!

So, on the new car subject, there's a new silver Focus ZX5 sitting in my parking spot for a few more days! To be honest, it's not a horrible little car...it's very unrefined compared to the E55 of course, but it is well-assembled and quick enough. It feels like a Lexus compared to my last rental experience, a Kia Spectra that I am pretty sure was a car body on a riding lawnmower platform."
45,2007-05-27T03:02:21+00:00,fintail,"Maybe not brand new, but today I saw a Lambo Murcielago roadster, in a silver-grey color. The driver had it revved up high, it was loud.

I also saw about 20 new style S-class."
46,2007-05-27T16:26:30+00:00,fintail,"New style DTS, a very metallicy maroon color with a tan carriage top, whitewall tires, and chrome wheels. All it needed was a continental kit.

And about 3 minutes later I saw a ca. 1990 Riviera with a full continental kit. It was hideous."
47,2007-05-27T18:17:18+00:00,boomchek,"I don't really like the back/trunk lids on the new DTS. Seems too plain, like there's something missing. I like the previous ones better (2000-2006)"
48,2007-05-27T21:41:40+00:00,fintail,I just saw one of those new Scion xB replacements. Pretty it aint.
49,2007-05-29T01:59:44+00:00,fintail,"Today I saw a MB ML63 AMG, a Ferrari 599 GTB Fiorano, an Aston DB9, and several new Suzuki XL7, which I think is a very odd design."
0,2007-05-29T06:46:48+00:00,boomchek,"The XLz look good with big rims, but the base models look really miserable for some reason.

Today saw a Gallardo in black. Same area where I saw the Muricelago a few days ago."
1,2007-05-29T12:24:31+00:00,lemko,"Geeze, the Caddy owners have extremely bad taste where you live. Fortunately, this stuff is becoming rare around me. I was looking at a tastefully appointed DTS in ""White Diamond"" for myself when took my Seville for an oil change and emmissions/inspection last week. Salesman left two messages on my answering machine while I was away this weekend."
2,2007-05-29T15:37:53+00:00,fintail,"I think it's an odd design. The headlights look to be taken from an anime character, and the things look like they are jacked up in the rear, like and old hot rod.

And you are right, lemko, there is some bad taste here. Heck, in the past I have spotted both a Sable (I actually see this one often) and of all things a Mercury Topaz with carriage tops, so maybe there's some bad old school thinking here. I would expect to find such taste in Florida or even around NYC, but not out west."
